Duration,Checking account,Credit amount,Purpose,Job,Sex,data_source,Saving accounts,Housing,Risk,Age,Unnamed: 0
6.0,moderate,1068,radio/TV,2.0,male,kaggle,little,own,good,28,329.0
24.0,,2835,furniture/equipment,2.0,male,kaggle,quite rich,own,good,53,6.0
4.0,,1455,car,1.0,male,kaggle,little,own,good,42,943.0
24.0,,1927,education,2.0,female,kaggle,,own,good,33,577.0
18.0,little,4153,furniture/equipment,2.0,male,kaggle,little,own,bad,42,899.0
9.0,moderate,3195,car,1.0,female,kaggle,,own,good,33,909.0
33.0,,2764,business,2.0,female,kaggle,little,own,good,26,468.0
36.0,moderate,4455,business,3.0,male,kaggle,little,own,bad,30,181.0
36.0,,34642,car,2.0,male,kaggle,quite rich,own,good,hgd,164.0
6.0,,518,radio/TV,2.0,female,kaggle,little,own,good,29,451.0
12.0,,1934,radio/TV,2.0,male,kaggle,little,own,good,26,490.0
24.0,little,2957,car,2.0,male,kaggle,little,own,good,63,838.0
6.0,little,1198,education,2.0,female,kaggle,little,free,bad,35,711.0
21.0,,2288,furniture/equipment,2.0,female,kaggle,little,own,good,23,144.0
18.0,,1453,radio/TV,2.0,female,kaggle,little,own,good,26,679.0
6.0,,700,radio/TV,2.0,male,kaggle,,free,,36,519.0
24.0,little,3345,furniture/equipment,3.0,male,kaggle,little,rent,bad,39,919.0
12.0,rich,3399,radio/TV,3.0,male,kaggle,,own,good,37,361.0
12.0,little,6199,radio/TV,2.0,male,kaggle,little,rent,bad,28,353.0
6.0,little,338,radio/TV,2.0,male,kaggle,quite rich,own,good,52,177.0
48.0,little,3051,domestic appliances,2.0,male,kaggle,little,own,bad,54,813.0
24.0,,1525,car,2.0,female,kaggle,rich,own,good,34,327.0
20.0,moderate,2629,vacation/others,2.0,male,kaggle,little,own,good,29,442.0
18.0,,3378,car,2.0,male,kaggle,,own,good,31,53.0
18.0,,2169,business,2.0,male,kaggle,little,own,bad,28,861.0
45.0,little,11816,business,2.0,male,kaggle,little,rent,bad,29,832.0
6.0,little,,furniture/equipment,3.0,male,kaggle,little,rent,bad,44,335.0
15.0,rich,1271,radio/TV,2.0,male,kaggle,,free,bad,39,757.0
18.0,moderate,1295,furniture/equipment,2.0,female,kaggle,little,own,good,27,86.0
,,,,2.0,female,kaggle,quite rich,rent,,28,
18.0,little,3509,radio/TV,2.0,female,kaggle,little,own,good,25,777.0
30.0,,1867,radio/TV,2.0,male,kaggle,,own,good,58,928.0
36.0,,,car,,,kaggle,,,bad,,
12.0,moderate,685,car,1.0,male,kaggle,little,own,bad,25,313.0
6.0,moderate,753,radio/TV,2.0,female,kaggle,little,own,good,64,976.0
45.0,moderate,4746,radio/TV,1.0,male,kaggle,little,own,bad,25,35.0
36.0,,7855,car,2.0,female,kaggle,little,own,bad,25,113.0
24.0,,1474,car,2.0,male,kaggle,moderate,own,good,33,855.0
13.0,,1409,radio/TV,2.0,female,kaggle,moderate,,good,64,987.0
18.0,,1950,business,2.0,male,kaggle,little,own,good,34,464.0
12.0,little,759,car,2.0,male,kaggle,,own,bad,26,510.0
72.0,moderate,5595,radio/TV,2.0,male,kaggle,moderate,own,bad,24,677.0
30.0,little,3108,furniture/equipment,1.0,male,kaggle,little,own,bad,31,766.0
12.0,little,2246,furniture/equipment,2.0,male,kaggle,little,own,bad,60,589.0
7.0,moderate,2329,radio/TV,2.0,female,kaggle,little,own,good,45,600.0
,little,8072,business,2.0,male,kaggle,,own,good,25,17.0
6.0,little,662,car,1.0,male,kaggle,little,own,good,41,529.0
10.0,,2848,car,2.0,male,kaggle,moderate,own,good,32,916.0
47.0,little,10722,car,1.0,female,kaggle,little,own,good,35,285.0
9.0,,1313,furniture/equipment,2.0,male,kaggle,little,own,good,20,428.0
24.0,,1597,education,2.0,male,kaggle,little,free,good,54,800.0
30.0,rich,3017,radio/TV,2.0,male,kaggle,little,own,good,47,669.0
24.0,little,4020,furniture/equipment,2.0,,kaggle,little,own,good,27,31.0
12.0,little,1228,car,1.0,female,kaggle,little,own,bad,24,722.0
36.0,little,2145,business,2.0,male,kaggle,little,own,bad,24,951.0
12.0,,1413,car,2.0,male,kaggle,rich,own,good,55,209.0
36.0,,3342,radio/TV,2.0,male,kaggle,,own,good,51,214.0
12.0,,2141,radio/TV,2.0,male,kaggle,moderate,own,good,35,232.0
8.0,moderate,760,radio/TV,1.0,female,kaggle,little,own,good,44,732.0
12.0,,5801,furniture/equipment,2.0,male,kaggle,,rent,good,49,326.0
24.0,little,2964,car,2.0,male,kaggle,,free,good,49,560.0
24.0,,2346,car,2.0,male,kaggle,little,own,good,35,654.0
12.0,,1402,furniture/equipment,2.0,female,kaggle,quite rich,rent,good,37,271.0
21.0,little,3599,furniture/equipment,1.0,female,kaggle,little,rent,good,26,341.0
12.0,,682,car,2.0,female,kaggle,moderate,own,good,51,147.0
12.0,,1884,car,3.0,male,kaggle,little,own,good,39,440.0
30.0,,4530,radio/TV,3.0,female,kaggle,little,rent,good,26,675.0
,,,,,,kaggle,,,bad,28,556.0
27.0,moderate,2520,radio/TV,1.0,male,kaggle,quite rich,own,bad,23,966.0
18.0,little,750,education,0.0,female,kaggle,little,own,bad,27,640.0
12.0,little,1282,furniture/equipment,2.0,female,kaggle,little,rent,bad,20,155.0
6.0,little,448,education,2.0,female,kaggle,little,own,bad,23,471.0
36.0,moderate,1953,business,3.0,male,kaggle,little,free,bad,61,62.0
24.0,,4139,business,1.0,male,kaggle,moderate,own,good,27,670.0
12.0,moderate,958,car,1.0,male,kaggle,little,own,good,47,422.0
24.0,,2578,radio/TV,2.0,male,kaggle,rich,own,good,34,567.0
36.0,little,2348,furniture/equipment,2.0,male,kaggle,little,own,good,46,397.0
24.0,,,radio/TV,,,kaggle,,,good,,
18.0,little,2389,radio/TV,2.0,female,kaggle,little,own,good,27,866.0
36.0,,2671,radio/TV,2.0,female,kaggle,moderate,free,bad,50,607.0
12.0,,1412,business,3.0,female,kaggle,little,own,good,29,85.0
9.0,,3577,car,2.0,male,kaggle,moderate,rent,good,26,859.0
12.0,,886,radio/TV,2.0,female,kaggle,,own,good,21,836.0
18.0,moderate,3590,business,0.0,male,kaggle,little,own,good,40,950.0
9.0,,2507,car,1.0,male,kaggle,quite rich,free,good,51,231.0
12.0,,2292,,3.0,male,kaggle,little,,,42,412.0
18.0,little,2124,furniture/equipment,2.0,female,kaggle,little,rent,bad,24,761.0
60.0,moderate,6288,education,2.0,male,kaggle,little,free,bad,42,938.0
21.0,,12680,car,3.0,male,kaggle,,free,bad,30,763.0
13.0,moderate,882,radio/TV,2.0,male,kaggle,little,own,good,23,346.0
12.0,little,626,radio/TV,1.0,female,kaggle,little,own,bad,24,548.0
15.0,little,1433,furniture/equipment,2.0,female,kaggle,little,rent,good,25,985.0
10.0,,894,education,2.0,female,kaggle,,own,good,40,856.0
18.0,,2238,radio/TV,2.0,female,kaggle,little,own,good,25,385.0
12.0,moderate,1158,radio/TV,2.0,male,kaggle,quite rich,own,good,26,41.0
18.0,little,2249,car,3.0,male,kaggle,moderate,own,good,30,88.0
12.0,,1185,business,2.0,female,kaggle,little,own,good,27,243.0
12.0,little,697,car,2.0,male,kaggle,little,own,bad,46,925.0
9.0,rich,745,radio/TV,1.0,female,kaggle,little,own,bad,28,936.0
12.0,,522,radio/TV,2.0,male,kaggle,quite rich,own,good,42,933.0
24.0,rich,3749,furniture/equipment,2.0,female,kaggle,little,own,good,26,312.0
36.0,little,2145,business,2.0,male,kaggle,little,own,bad,24,
12.0,little,1893,car,2.0,female,kaggle,little,own,good,29,954.0
42.0,,7166,radio/TV,2.0,male,kaggle,,rent,good,29,968.0
12.0,rich,1297,radio/TV,2.0,male,kaggle,little,rent,good,23,660.0
30.0,moderate,1919,radio/TV,3.0,male,kaggle,moderate,own,bad,30,935.0
36.0,,3079,car,2.0,male,kaggle,,own,good,36,370.0
12.0,little,1372,car,2.0,male,kaggle,little,own,bad,36,566.0
12.0,moderate,983,furniture/equipment,1.0,female,kaggle,rich,rent,good,19,391.0
18.0,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,824.0
21.0,rich,2923,,3.0,female,kaggle,moderate,own,good,28,982.0
48.0,,4844,business,3.0,male,kaggle,little,rent,bad,33,981.0
24.0,,1278,radio/TV,3.0,male,kaggle,little,own,good,36,904.0
48.0,little,3051,domestic appliances,2.0,male,kaggle,little,own,bad,54,813.0
36.0,,5711,car,3.0,male,kaggle,rich,own,good,38,778.0
10.0,,1597,car,1.0,male,kaggle,quite rich,rent,good,40,413.0
60.0,moderate,7418,radio/TV,1.0,male,kaggle,,own,good,27,255.0
24.0,little,3123,car,2.0,female,kaggle,little,own,bad,27,500.0
9.0,little,1288,repairs,2.0,male,kaggle,moderate,own,good,48,156.0
24.0,,5507,repairs,2.0,male,kaggle,little,free,good,44,520.0
24.0,moderate,2760,car,2.0,male,kaggle,,free,good,36,198.0
12.0,little,701,radio/TV,1.0,male,kaggle,little,own,good,40,126.0
48.0,moderate,15672,business,2.0,male,kaggle,little,own,bad,23,887.0
12.0,little,3386,car,2.0,male,kaggle,little,free,bad,35,457.0
30.0,,4530,radio/TV,3.0,female,kaggle,little,rent,good,26,675.0
24.0,moderate,1246,car,1.0,male,kaggle,little,own,bad,23,355.0
36.0,,5742,business,2.0,male,kaggle,moderate,own,good,31,671.0
15.0,,1478,radio/TV,2.0,male,kaggle,little,own,good,33,682.0
18.0,,4165,business,2.0,male,kaggle,little,own,bad,36,827.0
12.0,moderate,2002,car,2.0,male,kaggle,little,rent,good,30,923.0
24.0,,,furniture/equipment,1.0,male,kaggle,little,own,good,30,984.0
18.0,moderate,1795,radio/TV,1.0,female,kaggle,little,rent,good,48,801.0
9.0,,3832,,1.0,male,kaggle,,own,good,64,629.0
6.0,rich,709,car,0.0,male,kaggle,rich,own,good,27,140.0
18.0,little,2600,radio/TV,2.0,male,kaggle,little,free,bad,65,624.0
39.0,,2569,car,2.0,male,kaggle,quite rich,own,good,24,476.0
18.0,little,1217,domestic appliances,1.0,male,kaggle,little,own,bad,47,588.0
30.0,,,business,,,kaggle,,,bad,,
20.0,moderate,2629,vacation/others,2.0,male,kaggle,little,own,good,29,442.0
36.0,,6614,car,3.0,male,kaggle,little,own,good,34,888.0
18.0,,1808,furniture/equipment,2.0,female,kaggle,little,own,bad,22,
6.0,little,1198,education,2.0,female,kaggle,little,free,bad,35,711.0
6.0,,250,car,1.0,female,kaggle,rich,own,good,41,725.0
36.0,,10477,car,2.0,male,kaggle,,free,good,42,902.0
6.0,rich,1343,car,2.0,male,kaggle,little,own,good,46,871.0
11.0,,2142,business,2.0,male,kaggle,rich,own,good,28,913.0
12.0,moderate,1295,car,2.0,,kaggle,little,rent,bad,25,10.0
15.0,,1360,radio/TV,2.0,male,kaggle,little,own,good,31,185.0
27.0,little,3416,radio/TV,3.0,male,kaggle,little,own,good,27,142.0
12.0,,1555,repairs,2.0,male,kaggle,rich,free,bad,55,754.0
6.0,rich,2116,furniture/equipment,2.0,male,kaggle,little,own,good,41,626.0
21.0,little,3414,education,2.0,male,kaggle,little,own,bad,26,174.0
12.0,little,3499,car,2.0,female,kaggle,little,own,bad,29,129.0
24.0,,1559,business,2.0,male,kaggle,little,own,good,50,843.0
18.0,little,2659,furniture/equipment,2.0,male,kaggle,rich,own,good,28,323.0
6.0,rich,709,car,0.0,male,kaggle,rich,own,good,27,140.0
18.0,,1098,radio/TV,0.0,female,kaggle,little,own,good,65,883.0
15.0,,1471,radio/TV,2.0,male,kaggle,little,free,good,35,852.0
12.0,little,1498,radio/TV,2.0,female,kaggle,little,own,good,23,934.0
15.0,little,1403,car,2.0,female,kaggle,,rent,good,28,14.0
18.0,moderate,1245,radio/TV,2.0,male,kaggle,little,own,bad,33,474.0
6.0,moderate,932,education,1.0,female,kaggle,,own,good,39,215.0
21.0,little,1647,car,1.0,male,kaggle,,own,bad,40,182.0
10.0,,2146,furniture/equipment,2.0,female,kaggle,little,rent,good,23,372.0
6.0,little,428,furniture/equipment,2.0,female,kaggle,little,own,good,49,750.0
12.0,moderate,1410,education,1.0,male,kaggle,little,own,good,31,782.0
6.0,little,1374,furniture/equipment,1.0,male,kaggle,little,own,good,36,25.0
10.0,,2210,furniture/equipment,1.0,male,kaggle,little,rent,bad,25,864.0
6.0,little,1361,car,1.0,male,kaggle,,own,,40,516.0
24.0,moderate,4241,business,1.0,male,kaggle,little,own,bad,36,597.0
9.0,moderate,1501,education,3.0,female,kaggle,little,own,bad,34,195.0
6.0,little,3676,car,2.0,male,kaggle,little,,good,37,617.0
12.0,moderate,1092,radio/TV,2.0,female,kaggle,little,own,good,49,288.0
18.0,moderate,3590,business,0.0,male,kaggle,little,own,good,40,950.0
8.0,little,731,car,1.0,male,kaggle,little,own,good,47,823.0
24.0,,1311,radio/TV,2.0,male,kaggle,moderate,own,good,26,533.0
9.0,,2753,radio/TV,2.0,male,kaggle,moderate,own,good,35,688.0
48.0,,8858,car,2.0,male,kaggle,,free,good,35,549.0
9.0,little,1288,repairs,2.0,male,kaggle,moderate,own,good,48,156.0
,,,,,,kaggle,,,bad,33,419.0
9.0,little,1366,radio/TV,2.0,female,kaggle,little,rent,bad,22,922.0
12.0,,797,radio/TV,1.0,female,kaggle,,own,bad,33,92.0
24.0,rich,5152,radio/TV,2.0,male,kaggle,little,own,good,25,477.0
15.0,moderate,1308,repairs,1.0,male,kaggle,,own,good,38,641.0
20.0,moderate,7057,car,3.0,male,kaggle,,rent,good,36,99.0
12.0,moderate,1995,car,2.0,male,kaggle,moderate,own,good,27,553.0
24.0,little,2812,car,2.0,female,kaggle,,rent,good,26,770.0
18.0,,1820,car,3.0,male,kaggle,little,own,good,30,390.0
36.0,moderate,2820,car,2.0,male,kaggle,little,own,bad,27,578.0
48.0,moderate,6681,business,2.0,male,kaggle,,free,good,38,829.0
12.0,little,339,education,1.0,male,kaggle,little,own,good,45,157.0
20.0,moderate,6468,car,3.0,male,kaggle,,own,good,60,784.0
12.0,,1101,car,2.0,male,kaggle,little,own,good,27,820.0
13.0,,1409,radio/TV,2.0,female,kaggle,moderate,own,good,64,987.0
21.0,,2580,business,1.0,male,kaggle,quite rich,own,bad,41,674.0
6.0,,1338,domestic appliances,2.0,male,kaggle,quite rich,own,good,62,816.0
45.0,moderate,4576,car,2.0,male,kaggle,moderate,own,good,27,999.0
6.0,rich,1047,education,1.0,female,kaggle,little,own,good,50,664.0
36.0,,,domestic appliances,,,kaggle,,,good,,
27.0,little,3416,radio/TV,3.0,male,kaggle,little,own,good,27,142.0
6.0,,1236,car,2.0,male,kaggle,quite rich,rent,good,50,695.0
24.0,,1533,radio/TV,2.0,female,kaggle,little,own,good,38,267.0
12.0,moderate,2028,car,2.0,male,kaggle,,own,good,30,421.0
9.0,moderate,1549,car,0.0,male,kaggle,,own,good,35,799.0
48.0,moderate,12204,business,3.0,male,kaggle,,own,good,48,615.0
24.0,moderate,2825,business,2.0,male,kaggle,,own,good,34,886.0
48.0,moderate,9960,furniture/equipment,2.0,female,kaggle,little,own,bad,26,295.0
18.0,moderate,1887,business,2.0,male,kaggle,,own,good,28,401.0
18.0,,2249,car,3.0,male,kaggle,moderate,own,good,30,88.0
15.0,moderate,1778,car,0.0,female,kaggle,little,rent,bad,26,809.0
24.0,,7393,car,1.0,male,kaggle,little,own,good,43,971.0
36.0,little,6887,education,2.0,male,kaggle,little,own,bad,29,131.0
12.0,rich,1474,furniture/equipment,3.0,female,kaggle,little,own,good,33,34.0
42.0,little,7174,radio/TV,3.0,female,kaggle,,own,bad,30,116.0
,,,,2.0,female,kaggle,rich,own,,30,483.0
9.0,,2753,radio/TV,,,kaggle,,,good,,688.0
5.0,,3448,business,1.0,male,kaggle,little,own,good,74,430.0
27.0,,2570,car,2.0,female,kaggle,little,rent,bad,21,724.0
30.0,moderate,2181,car,2.0,male,kaggle,,own,good,36,882.0
27.0,little,5293,business,2.0,male,kaggle,little,own,bad,50,212.0
24.0,,999,radio/TV,2.0,male,kaggle,,own,good,25,269.0
15.0,,4657,car,2.0,male,kaggle,little,own,good,30,224.0
15.0,rich,2360,car,2.0,male,kaggle,quite rich,own,,36,506.0
12.0,,3527,car,3.0,male,kaggle,,own,good,45,940.0
6.0,little,14896,car,3.0,male,kaggle,little,own,bad,68,917.0
12.0,moderate,1007,car,2.0,male,kaggle,rich,own,good,22,67.0
48.0,moderate,15672,business,2.0,male,kaggle,little,own,bad,23,887.0
18.0,moderate,6361,furniture/equipment,2.0,male,kaggle,little,own,good,41,
36.0,,,car,,,kaggle,,,good,30,450.0
36.0,moderate,2225,car,2.0,male,kaggle,little,free,bad,57,54.0
48.0,little,7685,business,2.0,female,kaggle,little,rent,bad,37,375.0
48.0,,11590,car,1.0,female,kaggle,moderate,rent,bad,24,333.0
4.0,,1544,radio/TV,1.0,male,kaggle,little,own,good,42,234.0
24.0,little,2439,radio/TV,2.0,female,kaggle,little,own,bad,35,862.0
10.0,rich,1347,radio/TV,2.0,male,kaggle,,own,good,27,686.0
36.0,,4454,radio/TV,2.0,female,kaggle,little,own,good,34,910.0
36.0,,3535,car,2.0,male,kaggle,little,own,good,37,776.0
12.0,little,674,radio/TV,2.0,male,kaggle,moderate,own,bad,20,188.0
36.0,rich,4473,radio/TV,2.0,male,kaggle,little,own,good,31,328.0
36.0,,4454,radio/TV,2.0,female,kaggle,little,own,good,34,910.0
30.0,moderate,4249,car,3.0,male,kaggle,little,own,bad,28,320.0
12.0,rich,609,business,0.0,female,kaggle,little,own,bad,26,439.0
12.0,moderate,1567,radio/TV,2.0,female,kaggle,little,,good,22,12.0
12.0,,1592,furniture/equipment,2.0,female,kaggle,rich,own,good,35,897.0
12.0,,763,furniture/equipment,2.0,female,kaggle,little,own,good,26,171.0
12.0,little,1657,furniture/equipment,2.0,male,kaggle,little,own,good,27,260.0
24.0,rich,1344,car,1.0,male,kaggle,,own,bad,37,302.0
12.0,,2133,car,3.0,female,kaggle,,free,good,52,584.0
20.0,,3485,car,2.0,male,kaggle,,own,good,44,901.0
15.0,,3812,car,2.0,female,kaggle,moderate,own,good,23,258.0
18.0,,3422,furniture/equipment,2.0,male,kaggle,little,own,good,47,844.0
15.0,moderate,2728,radio/TV,2.0,male,kaggle,,own,good,35,138.0
15.0,little,3643,furniture/equipment,1.0,female,kaggle,little,own,good,27,319.0
36.0,moderate,8086,car,3.0,male,kaggle,moderate,own,bad,42,653.0
18.0,,,education,2.0,female,kaggle,moderate,own,bad,30,331.0
24.0,,2684,radio/TV,1.0,male,kaggle,little,own,good,35,256.0
24.0,little,3552,furniture/equipment,2.0,male,kaggle,little,own,bad,27,558.0
12.0,rich,1881,radio/TV,1.0,female,kaggle,little,rent,good,44,139.0
18.0,moderate,6260,car,1.0,male,kaggle,little,rent,good,28,112.0
15.0,moderate,2631,car,2.0,female,kaggle,moderate,rent,bad,28,531.0
15.0,,4657,car,2.0,male,kaggle,little,563,good,30,224.0
9.0,moderate,790,radio/TV,1.0,female,kaggle,quite rich,own,good,66,723.0
12.0,little,1082,car,2.0,male,kaggle,little,own,bad,48,835.0
48.0,,10222,radio/TV,2.0,,kaggle,,own,good,37,657.0
8.0,little,3398,car,1.0,male,kaggle,little,own,good,39,325.0
15.0,,1829,radio/TV,2.0,male,kaggle,little,own,good,46,891.0
10.0,,,radio/TV,,,kaggle,,,good,,
48.0,moderate,8487,car,2.0,female,kaggle,,own,good,24,130.0
10.0,,2901,car,2.0,female,kaggle,,rent,good,31,767.0
60.0,moderate,14027,car,3.0,male,kaggle,little,own,bad,27,714.0
18.0,,6761,car,2.0,male,kaggle,,rent,bad,68,846.0
6.0,,2108,radio/TV,2.0,male,kaggle,little,43,good,29,193.0
15.0,little,806,business,1.0,female,kaggle,little,own,good,22,573.0
24.0,little,3349,furniture/equipment,2.0,male,kaggle,quite rich,free,bad,30,946.0
24.0,moderate,1216,,2.0,male,kaggle,moderate,own,,38,503.0
6.0,little,666,car,1.0,female,kaggle,rich,own,good,39,250.0
6.0,moderate,590,radio/TV,1.0,male,kaggle,little,own,good,26,806.0
36.0,,7980,business,2.0,male,kaggle,,rent,bad,27,645.0
42.0,little,7882,furniture/equipment,2.0,male,kaggle,little,free,good,45,3.0
12.0,little,1200,education,2.0,female,kaggle,,rent,good,23,221.0
48.0,,7238,radio/TV,2.0,male,kaggle,,own,good,32,467.0
11.0,,2142,business,2.0,male,kaggle,rich,own,good,28,913.0
36.0,,9055,education,1.0,male,kaggle,,free,good,35,5.0
18.0,,4594,radio/TV,2.0,male,kaggle,little,own,good,32,459.0
4.0,,1503,radio/TV,1.0,male,kaggle,little,own,good,42,527.0
24.0,,1552,radio/TV,2.0,male,kaggle,little,own,good,32,547.0
9.0,,1478,56,2.0,male,kaggle,little,own,6,22,228.0
18.0,little,1553,furniture/equipment,2.0,male,kaggle,little,own,bad,44,631.0
30.0,little,6350,furniture/equipment,2.0,male,kaggle,,own,bad,31,542.0
48.0,little,4605,car,2.0,male,kaggle,little,free,bad,24,242.0
15.0,,2186,furniture/equipment,1.0,female,kaggle,,rent,good,33,898.0
18.0,moderate,4297,furniture/equipment,3.0,male,kaggle,little,own,bad,40,199.0
48.0,moderate,6416,business,2.0,female,kaggle,little,rent,bad,59,728.0
48.0,moderate,3060,radio/TV,2.0,male,kaggle,little,own,bad,28,273.0
12.0,,1240,radio/TV,2.0,female,kaggle,,own,good,38,135.0
18.0,,1943,repairs,2.0,female,kaggle,little,own,bad,23,842.0
10.0,,1546,car,1.0,male,kaggle,little,own,good,31,941.0
24.0,moderate,4241,business,1.0,male,kaggle,,own,bad,36,597.0
24.0,little,3149,furniture/equipment,2.0,male,kaggle,little,free,good,22,229.0
18.0,,2404,radio/TV,2.0,female,kaggle,little,own,good,26,276.0
12.0,little,900,car,2.0,male,kaggle,,own,bad,23,661.0
30.0,moderate,3441,furniture/equipment,2.0,female,kaggle,,rent,bad,21,618.0
6.0,rich,1343,car,2.0,male,kaggle,little,own,good,46,871.0
10.0,,1287,car,1.0,male,kaggle,,own,good,45,297.0
4.0,rich,1494,car,1.0,male,kaggle,,own,good,29,314.0
24.0,moderate,4736,furniture/equipment,1.0,female,kaggle,little,own,bad,25,911.0
48.0,little,4788,car,2.0,male,kaggle,little,own,good,26,286.0
15.0,moderate,2631,repairs,1.0,female,kaggle,moderate,own,good,25,691.0
21.0,little,3357,radio/TV,2.0,female,kaggle,rich,own,good,29,612.0
12.0,moderate,2762,furniture/equipment,2.0,female,kaggle,,own,bad,25,424.0
24.0,little,1358,vacation/others,3.0,male,kaggle,,own,bad,40,594.0
42.0,rich,6289,business,2.0,male,kaggle,little,own,good,33,986.0
30.0,,4272,business,1.0,male,kaggle,moderate,own,good,26,384.0
48.0,,3914,business,2.0,male,kaggle,,own,bad,38,622.0
24.0,,9277,car,2.0,male,kaggle,,free,good,48,881.0
24.0,little,1285,car,2.0,female,kaggle,,rent,bad,32,755.0
12.0,little,7865,furniture/equipment,3.0,male,kaggle,little,free,bad,53,227.0
12.0,,1963,radio/TV,3.0,male,kaggle,little,rent,good,31,178.0
18.0,little,4380,car,1.0,male,kaggle,moderate,own,good,35,737.0
12.0,little,741,domestic appliances,2.0,female,kaggle,moderate,,bad,22,610.0
18.0,,1582,radio/TV,2.0,male,kaggle,rich,own,good,46,149.0
12.0,,,radio/TV,,,kaggle,,,good,,
36.0,moderate,2273,education,2.0,male,kaggle,little,own,good,32,530.0
10.0,,2069,furniture/equipment,,male,kaggle,,,good,26,24.0
12.0,,976,radio/TV,2.0,male,kaggle,,own,good,35,803.0
21.0,,2288,furniture/equipment,2.0,female,kaggle,little,own,good,23,144.0
6.0,little,1374,car,3.0,female,kaggle,,own,good,75,536.0
6.0,moderate,484,radio/TV,1.0,male,kaggle,little,own,good,28,811.0
36.0,,9572,business,2.0,male,kaggle,little,own,bad,28,180.0
12.0,,,business,3.0,female,kaggle,little,own,good,29,85.0
36.0,little,2712,furniture/equipment,2.0,male,kaggle,little,own,bad,41,822.0
24.0,,2538,car,1.0,male,kaggle,little,own,bad,47,978.0
24.0,little,1659,radio/TV,1.0,female,kaggle,little,rent,bad,29,466.0
12.0,,2748,education,1.0,female,kaggle,little,free,good,57,263.0
10.0,little,2132,furniture/equipment,2.0,female,kaggle,,rent,good,27,117.0
12.0,,1163,car,2.0,male,kaggle,quite rich,own,good,44,484.0
13.0,little,1797,business,1.0,male,kaggle,little,own,good,28,745.0
16.0,little,2625,car,2.0,male,kaggle,little,rent,bad,43,900.0
26.0,moderate,7966,car,2.0,male,kaggle,little,own,good,30,525.0
6.0,moderate,932,education,1.0,female,kaggle,,own,good,39,215.0
24.0,little,1193,car,0.0,female,kaggle,little,rent,bad,29,972.0
12.0,rich,2247,car,2.0,female,kaggle,little,own,good,36,362.0
15.0,,3029,car,2.0,male,kaggle,little,own,good,33,749.0
48.0,moderate,10961,radio/TV,2.0,male,kaggle,rich,own,bad,27,226.0
12.0,moderate,585,radio/TV,2.0,male,kaggle,little,rent,good,20,513.0
36.0,,7127,furniture/equipment,2.0,female,kaggle,little,rent,bad,23,517.0
30.0,,4811,car,1.0,female,kaggle,,rent,good,24,306.0
15.0,,1386,radio/TV,2.0,male,kaggle,,rent,good,40,903.0
18.0,moderate,1301,radio/TV,1.0,male,kaggle,little,own,good,32,498.0
12.0,moderate,2366,car,3.0,male,kaggle,quite rich,own,good,36,119.0
24.0,,6314,vacation/others,3.0,male,kaggle,little,own,good,27,665.0
18.0,little,2473,furniture/equipment,0.0,male,kaggle,little,own,bad,25,364.0
20.0,moderate,6148,car,2.0,male,kaggle,moderate,own,good,31,719.0
12.0,,930,radio/TV,2.0,male,kaggle,,own,good,65,807.0
11.0,moderate,4771,radio/TV,2.0,male,kaggle,little,own,good,51,77.0
12.0,rich,409,radio/TV,2.0,,kaggle,rich,rent,good,42,27.0
12.0,little,1858,furniture/equipment,2.0,female,kaggle,little,rent,,22,623.0
26.0,moderate,7966,car,2.0,male,kaggle,little,own,good,30,525.0
6.0,,250,car,1.0,female,kaggle,rich,own,good,41,725.0
6.0,,,car,,,kaggle,,,good,,
12.0,,1493,radio/TV,2.0,female,kaggle,little,own,good,34,638.0
24.0,rich,1344,car,1.0,male,kaggle,,own,bad,37,302.0
24.0,rich,3148,radio/TV,2.0,male,kaggle,,own,good,31,718.0
24.0,little,1371,car,2.0,female,kaggle,,rent,bad,25,775.0
18.0,little,2600,radio/TV,2.0,male,kaggle,little,free,bad,65,624.0
36.0,moderate,6948,car,3.0,male,kaggle,little,rent,good,35,7.0
9.0,little,1364,radio/TV,2.0,male,kaggle,little,own,good,59,848.0
12.0,,976,radio/TV,2.0,male,kaggle,,own,good,35,803.0
24.0,moderate,1967,radio/TV,2.0,female,kaggle,little,own,good,20,410.0
13.0,moderate,dfas,radio/TV,1.0,female,kaggle,little,own,good,23,336.0
6.0,,,car,,,kaggle,,,good,,
30.0,,2831,radio/TV,2.0,female,kaggle,little,own,good,33,974.0
18.0,,6458,car,3.0,male,kaggle,little,own,bad,39,106.0
9.0,moderate,1136,education,2.0,male,kaggle,rich,free,bad,32,349.0
12.0,,1386,car,2.0,female,kaggle,quite rich,own,bad,26,647.0
12.0,,1291,radio/TV,2.0,female,kaggle,little,own,good,35,238.0
30.0,rich,1908,business,3.0,male,kaggle,little,own,bad,66,213.0
21.0,,2476,car,3.0,male,kaggle,,own,good,46,712.0
12.0,,776,radio/TV,2.0,male,kaggle,little,own,good,28,358.0
12.0,,1935,furniture/equipment,2.0,male,kaggle,little,own,good,43,206.0
24.0,rich,2892,furniture/equipment,2.0,male,kaggle,little,free,good,51,793.0
6.0,rich,1047,education,1.0,female,kaggle,little,own,good,50,664.0
15.0,,3812,car,2.0,female,kaggle,moderate,own,good,23,258.0
